Material,Batch,End Date,Period,Year,U.O.M.,Theoretical Yield,G.R.Qty,Total Input in ML,QC Qty (ML),Theoretical Yield(ML),G.R.Qty(ML),Waste in ML,% Waste loss,Waste Total Cost
JU4669Q,6889413,18/01/2024,1,2024,PLT,81.803,50,15637.5,95,15542.57,9500,6042.57,38.9,147.44
JU8568U,6889423,18/01/2024,1,2024,PLT,331.461,319,63110.55,133,62977.59,60610,2367.59,3.8,28.17
JU8568U,6889433,18/01/2024,1,2024,PLT,331.461,312,63110.55,133,62977.59,59280,3697.59,5.9,44
EM2837I,6889443,18/01/2024,1,2024,PLT,93.137,87,17791.01,95,17696.03,16530,1166.03,6.6,16.32
GZ3266K,6889453,18/01/2024,1,2024,PLT,69.265,48,17999.43,129,17870.37,12384,5486.37,30.7,55.96
EL1980J,6889463,18/01/2024,1,2024,PLT,115.379,98,26652.25,115,26537.17,22540,3997.17,15.1,52.76
MK4982E,6889473,18/01/2024,1,2024,PLT,37.595,0,7200,57,7143.05,0,7143.05,100,98.57
QJ4003A,6889483,18/01/2024,1,2024,PLT,54.237,48,10400,95,10305.03,9120,1185.03,11.5,14.58
EJ7514O,6889493,18/01/2024,1,2024,PLT,137.658,0,26250,95,26155.02,0,26155.02,100,319.09
BB1653U,6889503,18/01/2024,1,2024,PLT,139.709,121,26639.75,95,26544.71,22990,3554.71,13.4,43.72
QP6157U,6889513,18/01/2024,1,2024,PLT,92.764,0,17720.12,95,17625.16,0,17625.16,100,206.21
RD5975P,6889523,18/01/2024,1,2024,PLT,332.445,304,59966.11,126,59840.1,54720,5120.1,8.6,147.97
RD5975P,6889533,18/01/2024,1,2024,PLT,332.445,50,59966.11,126,59840.1,9000,50840.1,85,1469.28
FE6647F,6889543,18/01/2024,1,2024,PLT,90.543,69,20940,115,20824.89,15870,4954.89,23.8,47.57
PT4146F,6889553,18/01/2024,1,2024,PLT,870.364,856,157925.492,1260,156665.52,154080,2585.52,1.7,44.21
PT4146F,6889563,18/01/2024,1,2024,PLT,870.364,846,157925.492,1260,156665.52,152280,4385.52,2.8,74.99
PT4146F,6889573,18/01/2024,1,2024,PLT,870.364,869,157925.492,1260,156665.52,156420,245.52,0.2,4.2
YJ1010S,6889583,18/01/2024,1,2024,PLT,1085.926,1115,206478,152,206325.94,211850,5524.06,-2.7,-59.66
JW3722P,6889593,18/01/2024,1,2024,PLT,291.449,236,52550.753,90,52460.82,42480,9980.82,19,283.46
JY8910V,6889603,18/01/2024,1,2024,PLT,285.725,236,51520.451,90,51430.5,42480,8950.5,17.4,210.34
VC9503G,6889613,18/01/2024,1,2024,PLT,145.824,0,26338.25,90,26248.32,0,26248.32,100,325.48
SX0386C,6889623,18/01/2024,1,2024,PAK,938,0,159579,119,159460,0,159460,100,3460.28
SA2071C,6889633,18/01/2024,1,2024,PAK,698.229,664,118920,221,118698.93,112880,5818.93,4.9,122.78
LU1488S,6889643,18/01/2024,1,2024,PAK,1858.671,0,316110,136,315974.07,0,315974.07,100,4328.84
LU1488S,6889653,18/01/2024,1,2024,PAK,1858.671,1754,316110,136,315974.07,298180,17794.07,5.6,243.78
BS9035V,6889663,18/01/2024,1,2024,PAK,665.618,648,113274,119,113155.06,110160,2995.06,2.6,76.37
BZ8002W,6889673,18/01/2024,1,2024,PAK,1233.318,1120,209800,136,209664.06,190400,19264.06,9.2,258.14
JM1441K,6889683,19/01/2024,1,2024,PLT,1865.131,1735,337163.49,1440,335723.58,312300,23423.58,7,365.41
JM1441K,6889693,19/01/2024,1,2024,PLT,1865.131,1800,337163.49,1440,335723.58,324000,11723.58,3.5,182.89
ON0348A,6889703,19/01/2024,1,2024,PLT,969.895,945,175841.16,1260,174581.1,170100,4481.1,2.6,79.76
ON0348A,6889713,19/01/2024,1,2024,PLT,969.895,938,175841.16,1260,174581.1,168840,5741.1,3.3,102.19
ON0348A,6889723,19/01/2024,1,2024,PLT,969.895,919,175841.16,1260,174581.1,165420,9161.1,5.2,163.07
WS4394K,6889733,19/01/2024,1,2024,PLT,208.312,163,54291.165,130,54161.12,42380,11781.12,21.8,139.02
CT1716F,6889743,19/01/2024,1,2024,PLT,908.957,802,163738.2,126,163612.26,144360,19252.26,11.8,292.63
PM5532E,6889753,19/01/2024,1,2024,PLT,138.764,135,26460.2,95,26365.16,25650,715.16,2.7,16.45
YW6837P,6889763,19/01/2024,1,2024,PLT,419.823,320,109336,182,109153.98,83200,25953.98,23.8,345.19
YW6837P,6889773,19/01/2024,1,2024,PLT,419.823,379,109336,182,109153.98,98540,10613.98,9.7,141.17
YW6837P,6889783,19/01/2024,1,2024,PLT,419.823,338,109336,182,109153.98,87880,21273.98,19.5,282.94
GF2716Q,6889793,19/01/2024,1,2024,PLT,1719.317,1653,310917,1440,309477.06,297540,11937.06,3.9,143.24
JQ7006J,6889803,19/01/2024,1,2024,PLT,1588.954,1444,415208,2080,413128.04,375440,37688.04,9.1,361.81
JQ7006J,6889813,19/01/2024,1,2024,PLT,1588.954,1444,415208,2080,413128.04,375440,37688.04,9.1,361.81
JQ7006J,6889823,19/01/2024,1,2024,PLT,1588.954,1527,415208,2080,413128.04,397020,16108.04,3.9,154.64
NI2398W,6889833,19/01/2024,1,2024,PLT,147.518,131,26643.25,90,26553.24,23580,2973.24,11.2,44.9
AB1535W,6889843,19/01/2024,1,2024,PLT,136.461,134,26022.5,95,25927.59,25460,467.59,1.8,5.28
AB1535W,6889853,19/01/2024,1,2024,PLT,136.461,132,26022.5,95,25927.59,25080,847.59,3.3,9.58
XS2710J,6889863,19/01/2024,1,2024,PLT,108.898,88,21879.6,100,21779.6,17600,4179.6,19.2,77.74
